LocalityHint,TableSize,InputSize,PrefetchDistance,l2_rqsts.miss,L1-dcache-load-misses,instructions,cycles,sw_prefetch_access.any,cache-misses,mem_load_retired.l3_miss,LLC-load-misses,context-switches,branch-instructions,branch-misses,cache-references,task-clock,ProgramOutput
3,250000,180,16,5616793,4573712,3512499847,1176078474,34907,6233333,89788,83988,12,434387875,236370,8309134,359.98," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 65 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,20,5417254,4474810,3447649168,1157817554,39081,6133184,64017,57266,6,436918680,235413,7987446,328.49," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 51 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,24,5609064,4502876,3497345432,1174162379,36482,6048867,43143,42886,6,432845290,220308,8036625,345.85," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 55 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,28,5652961,4563049,3477251319,1183518917,36315,5937475,41150,64351,30,436506336,240222,8464961,341.91," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 62 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,4,5670061,4523919,3490162702,1166896000,36482,5843141,33683,34078,7,435273452,234531,8133784,353.85," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 63 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,8,5582185,4567436,3515082999,1177351065,36430,5963387,43961,44901,6,437009883,240443,8139961,349.80," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 81 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,12,5475263,4520960,3488662470,1173515103,35867,5926227,50298,65252,10,436156296,233016,8097243,340.39," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 71 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,16,5549218,4496225,3478485234,1171127018,39157,5973441,38766,48570,9,438271711,230506,7872077,340.89," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 71 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,20,5590096,4578436,3472693430,1180585292,36300,6032472,39585,38204,5,434195840,222961,7916628,346.96," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 97 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,24,5436517,4431970,3504866851,1169092408,37174,6133786,64680,64965,7,431956018,237100,7822461,338.70," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 75 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,360,28,5355062,4539166,3471808022,1172675637,38472,6039320,38058,36110,13,428846002,227002,7846925,345.74," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 108 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,4,5276232,4454118,3532157256,1171325067,36886,6130399,53580,62346,9,430013076,230497,7811756,357.97," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 118 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,8,5586862,4769873,3457809796,1173115392,40924,6056385,40913,40417,6,436938112,219574,7934594,347.33," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 127 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,12,5426771,4414679,3465979397,1162657420,38217,6055964,44693,38604,6,433682697,231290,7877354,348.00," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 122 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,16,5455203,4620920,3420527734,1162180298,43090,6319680,59484,54841,7,441250676,222216,7618401,328.19," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 126 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,20,5708532,4736747,3462753850,1190364306,35671,6192062,69208,61533,10,436993067,224321,8344601,334.99," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 168 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,24,5587135,4556240,3488191277,1182274173,36576,6080721,43873,36175,8,434233300,232682,8322584,332.79," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 134 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,720,28,5650066,4585944,3488015139,1176842387,36164,5975183,36198,69678,10,434576781,230592,8205695,341.31," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 140 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,4,5733194,4521371,3499025126,1175244267,36296,6183314,48118,36451,8,435751121,229285,8383061,355.64," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 168 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,8,5668416,4709565,3475232332,1173693743,40114,6207584,59595,51818,7,436753509,223248,7931853,360.22," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 222 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,12,5567309,4564680,3460675600,1166487158,37911,6136862,39206,40108,8,434092300,233368,8029111,356.68," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 176 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,16,5317683,4539594,3438738700,1174420635,39524,6140909,45758,37269,5,440024024,223272,7572516,347.58," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 178 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,20,5378678,4773762,3424885123,1172894367,44900,6420859,57017,65631,8,440266515,239660,8083575,337.94," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 202 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,24,5532010,4494031,3502360387,1174658771,36238,6025418,53758,73179,10,433336092,228094,8149069,340.74," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 176 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,1024,28,5764638,4560002,3454357911,1170292733,38119,5982628,38165,35527,4,438780003,232102,8251490,354.91," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 180 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,500000,90,4,10779330,8837563,6995364835,2320897497,79785,11996677,84680,79302,48,870509576,468994,15791406,670.52," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 32 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,500000,90,8,10839813,8861069,6939694188,2314570706,80053,11855563,85838,108816,13,876375092,472392,15830571,699.37," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 32 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,500000,90,12,10891290,8956296,6973613772,2323770717,82869,12221518,102923,107695,8,863542745,444847,15734054,708.60," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 41 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,500000,90,16,10773794,8903303,7010503745,2322716616,80096,12035112,119625,115823,10,866898427,455596,15860942,672.12," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 39 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
